{1|2}
{2|2}
{3|2}
{4|3}
{5|2}
{6|2}
{7|2}
{8|2}
{9|2}
{10|2}
{11|2}
{12|3}
{13|2}
{14|2}
{15|2}
{16|3}
{17|2}
{18|2}
{19|3}
{20|2}
{21|2}
{22|2}
{23|2}
{24|2}
{25|2}
{26|2}
{27|2}
{28|2}
{29|2}
{30|2}
{31|2}
{32|2}
{33|2}
{34|2}
{35|2}
{36|2}
{37|2}
{38|3}
{39|2}
{40|2}
{41|2}
{42|3}
{43|2}
{44|2}
{45|2}
{46|2}
{47|2}
{48|2}
{49|2}
{50|2}
{51|2}
{52|3}
{53|2}
{54|3}
{55|2}
{56|2}
{57|2}
{58|3}
{59|2}
{60|2}
{61|3}
{62|2}
{63|2}
{64|2}
{65|2}
{66|2}
{67|2}
{68|2}
{69|2}
{70|2}
{71|2}
{72|2}
{73|2}
{74|3}
{75|2}
{76|3}
{77|3}
{78|2}
{79|2}
{80|2}
{81|2}
{82|2}
{83|2}
{84|2}
{85|2}
{86|2}
{87|2}
{88|2}
{89|2}
{90|2}
{91|3}
{92|3}
{93|3}
{94|3}
{95|2}
{96|3}
{97|2}
{98|2}
{99|2}
{100|2}
{101|2}
{102|2}
{103|2}
{104|2}
{105|2}
{106|3}
{107|3}
{108|2}
{109|2}
{110|2}
{111|2}
{112|2}
{113|2}
{114|2}
{115|2}
{116|2}
{117|2}
{118|2}
{119|2}
{120|2}
{121|2}
{122|2}
{123|2}
{124|2}
{125|2}
{126|3}
{127|2}
{128|2}
{129|2}
{130|3}
{131|2}
{132|3}
{133|2}
{134|2}
{135|3}
{136|2}
{137|3}
{138|2}
{139|2}
{140|2}
{141|2}
{142|3}
{143|2}
{144|2}
{145|2}
{146|2}
{147|2}
{148|3}
{149|3}
{150|2}
{151|3}
{152|2}
{153|2}
{154|2}
{155|2}
{156|2}
{157|2}
{158|2}
{159|2}
{160|3}
{161|2}
{162|2}
{163|2}
{164|3}
{165|2}
{166|2}
{167|2}
{168|2}
{169|2}
{170|2}
{171|2}
{172|3}
{173|2}
{174|2}
{175|2}
{176|2}
{177|2}
{178|2}
{179|2}
