{180|2}
{181|3}
{182|2}
{183|2}
{184|2}
{185|3}
{186|3}
{187|2}
{188|2}
{189|2}
{190|2}
{191|2}
{192|2}
{193|2}
{194|2}
{195|2}
{196|2}
{197|3}
{198|2}
{199|2}
{200|2}
{201|2}
{202|3}
{203|2}
{204|2}
{205|2}
{206|2}
{207|2}
{208|2}
{209|2}
{210|2}
{211|2}
{212|3}
{213|2}
{214|2}
{215|3}
{216|2}
{217|2}
{218|3}
{219|2}
{220|2}
{221|2}
{222|2}
{223|2}
{224|2}
{225|2}
{226|2}
{227|3}
{228|2}
{229|2}
{230|2}
{231|2}
{232|2}
{233|3}
{234|3}
{235|2}
{236|3}
{237|2}
{238|2}
{239|2}
{240|2}
{241|2}
{242|2}
{243|3}
{244|3}
{245|3}
{246|2}
{247|2}
{248|2}
{249|3}
{250|2}
{251|2}
{252|2}
{253|2}
{254|2}
{255|2}
{256|2}
{257|3}
{258|2}
{259|2}
{260|2}
{261|2}
{262|2}
{263|2}
{264|2}
{265|2}
{266|2}
{267|2}
{268|2}
{269|2}
{270|2}
{271|2}
{272|2}
{273|2}
{274|2}
{275|2}
{276|2}
{277|2}
{278|2}
{279|2}
{280|3}
{281|2}
{282|3}
{283|0}
{284|0}
{285|2}
{286|2}
{287|2}
{288|2}
{289|2}
{290|0}
{291|0}
{292|0}
{293|0}
{294|0}
{295|0}
{296|2}
{297|2}
{298|2}
{299|2}
{300|0}
{301|0}
{302|1}
{303|0}
{304|2}
{305|2}
{306|2}
{307|2}
{308|2}
{309|0}
{310|0}
{311|0}
{312|0}
{313|0}
{314|0}
{315|2}
{316|0}
{317|0}
{318|0}
{319|0}
{320|0}
{321|0}
{322|2}
{323|3}
{324|2}
{325|0}
{326|0}
{327|2}
{328|2}
{329|2}
{330|2}
{331|2}
{332|2}
{333|2}
{334|2}
{335|2}
{336|2}
{337|2}
{338|2}
{339|0}
{340|0}
{341|2}
{342|2}
{343|0}
{344|1}
{345|0}
{346|1}
{347|0}
{348|1}
{349|2}
{350|2}
{351|0}
{352|0}
{353|0}
{354|0}
{355|0}
{356|0}
{357|3}
{358|0}
{359|0}
{360|2}
{361|2}
{362|2}
{363|2}
{364|2}
{365|2}
{366|3}
{367|2}
{368|2}
{369|2}
{370|0}
{371|2}
{372|2}
{373|3}
{374|2}
{375|2}
{376|3}
{377|0}
{378|0}
{379|0}
{380|0}
{381|0}
{382|2}
{383|2}
{384|2}
{385|2}
{386|0}
{387|2}
{388|2}
{389|2}
{390|2}
{391|2}
{392|2}
{393|2}
{394|2}
{395|2}
{396|2}
{397|2}
{398|2}
{399|2}
{400|2}
{401|0}
{402|0}
{403|2}
{404|2}
{405|2}
{406|2}
{407|2}
{408|0}
{409|1}
{410|0}
{411|1}
{412|0}
{413|0}
{414|0}
{415|2}
{416|2}
{417|0}
{418|2}
{419|2}
{420|2}
{421|2}
{422|2}
{423|2}
{424|2}
{425|0}
{426|0}
{427|2}
{428|2}
{429|2}
{430|2}
{431|0}
{432|0}
{433|0}
{434|0}
{435|0}
{436|2}
{437|2}
{438|2}
{439|2}
{440|2}
{441|0}
{442|2}
{443|2}
{444|2}
{445|3}
{446|2}
{447|2}
{448|3}
{449|2}
{450|2}
{451|2}
{452|2}
{453|2}
{454|2}
{455|0}
{456|2}
{457|2}
{458|2}
{459|2}
{460|2}
{461|3}
{462|2}
{463|2}
{464|2}
{465|2}
{466|2}
{467|3}
{468|2}
{469|2}
{470|2}
{471|3}
{472|3}
{473|2}
{474|3}
{475|3}
{476|2}
{477|1}
{478|2}
{479|3}
{480|0}
{481|0}
{482|0}
{483|0}
{484|0}
{485|0}
{486|0}
{487|0}
{488|0}
{489|0}
{490|0}
{491|0}
{492|0}
{493|0}
{494|0}
{495|2}
{496|2}
{497|2}
{498|2}
{499|2}
{500|3}
{501|2}
{502|2}
{503|2}
{504|2}
{505|2}
{506|2}
{507|2}
{508|2}
{509|2}
{510|2}
{511|2}
{512|2}
{513|2}
{514|2}
{515|2}
{516|2}
{517|0}
{518|0}
{519|2}
{520|2}
{521|2}
{522|2}
{523|2}
{524|2}
{525|2}
{526|2}
{527|0}
{528|0}
{529|0}
{530|0}
{531|2}
{532|0}
{533|0}
{534|0}
{535|2}
{536|2}
{537|2}
{538|0}
{539|0}
{540|2}
{541|3}
{542|3}
{543|0}
{544|0}
{545|0}
{546|2}
{547|3}
{548|2}
{549|0}
{550|0}
{551|2}
{552|2}
{553|2}
{554|0}
{555|0}
{556|2}
{557|2}
{558|2}
{559|0}
{560|0}
{561|1}
{562|2}
{563|2}
{564|0}
{565|1}
{566|0}
{567|1}
{568|0}
{569|0}
{570|3}
{571|2}
{572|0}
{573|0}
{574|0}
{575|0}
{576|0}
{577|0}
{578|0}
{579|0}
{580|2}
{581|2}
{582|2}
{583|2}
{584|2}
{585|2}
{586|2}
{587|0}
{588|0}
{589|0}
{590|2}
{591|2}
{592|2}
{593|3}
{594|0}
{595|2}
{596|2}
{597|2}
{598|2}
{599|2}
{600|2}
{601|2}
{602|2}
{603|2}
{604|2}
{605|2}
{606|2}
{607|3}
{608|3}
{609|3}
{610|3}
{611|2}
{612|2}
{613|2}
{614|3}
{615|0}
{616|0}
{617|0}
{618|0}
{619|0}
{620|0}
{621|2}
{622|2}
{623|2}
{624|0}
{625|0}
{626|2}
{627|2}
{628|2}
{629|2}
{630|2}
{631|0}
{632|0}
{633|2}
{634|2}
{635|3}
{636|2}
{637|3}
{638|0}
{639|0}
{640|0}
{641|0}
{642|0}
{643|0}
{644|0}
{645|0}
{646|0}
{647|0}
{648|0}
{649|0}
{650|0}
{651|0}
{652|0}
{653|0}
{654|0}
{655|0}
{656|0}
{657|0}
{658|0}
{659|0}
{660|0}
{661|2}
{662|2}
{663|2}
{664|0}
{665|0}
{666|0}
{667|0}
{668|0}
{669|0}
{670|0}
{671|0}
{672|0}
{673|0}
{674|2}
{675|2}
{676|0}
{677|0}
{678|0}
{679|2}
{680|2}
{681|3}
{682|0}
{683|0}
{684|0}
{685|0}
{686|0}
{687|0}
{688|0}
{689|0}
{690|0}
{691|0}
{692|0}
{693|0}
{694|0}
{695|0}
{696|0}
{697|1}
{698|0}
{699|1}
{700|3}
{708|2}
{709|3}
{715|2}
{703|2}
{707|2}
{714|2}
{721|2}
